
1.00937498 	 1.00937498 	 3.55518458 
1.00937498 	 1.11874998 	 3.38871727 
1.00937498 	 1.22812498 	 3.18844674 
1.00937498 	 1.33749998 	 2.96934080 
1.00937498 	 1.44687498 	 2.74413749 
1.00937498 	 1.55624998 	 2.52274309 
1.00937498 	 1.66562498 	 2.31232207 
1.00937498 	 1.77499998 	 2.11778951 
1.00937498 	 1.88437498 	 1.94237044 
1.00937498 	 1.99374998 	 1.78798089 
1.00937498 	 2.10312498 	 1.65535730 
1.00937498 	 2.21249998 	 1.54402849 
1.00937498 	 2.32187498 	 1.45231407 
1.00937498 	 2.43124998 	 1.37751081 
1.00937498 	 2.54062498 	 1.31631803 
1.00937498 	 2.64999998 	 1.26541633 
1.00937498 	 2.75937498 	 1.22202144 
1.00937498 	 2.86874998 	 1.18423125 
1.00937498 	 2.97812498 	 1.15106600 
1.00937498 	 3.08749998 	 1.12222654 
1.00937498 	 3.19687498 	 1.09770258 
1.00937498 	 3.30624998 	 1.07740437 
1.00937498 	 3.41562498 	 1.06095487 
1.00937498 	 3.52499998 	 1.04768985 
1.00937498 	 3.63437498 	 1.03681700 
1.00937498 	 3.74374998 	 1.02762596 
1.00937498 	 3.85312498 	 1.01964030 
1.00937498 	 3.96249998 	 1.01265023 
1.00937498 	 4.07187498 	 1.00663241 
1.00937498 	 4.18124998 	 1.00161430 
1.00937498 	 4.29062498 	 0.99755631 
1.00937498 	 4.39999998 	 0.99430269 
1.00937498 	 4.50937498 	 0.99161038 
1.00937498 	 4.61874998 	 0.98922665 
1.00937498 	 4.72812498 	 0.98696903 
1.00937498 	 4.83749998 	 0.98476878 
1.00937498 	 4.94687498 	 0.98266338 
1.00937498 	 5.05624998 	 0.98074986 
1.00937498 	 5.16562498 	 0.97912609 
1.00937498 	 5.27499998 	 0.97784669 
1.00937498 	 5.38437498 	 0.97690800 
1.00937498 	 5.49374998 	 0.97626043 
1.00937498 	 5.60312498 	 0.97583531 
1.00937498 	 5.71249998 	 0.97557047 
1.00937498 	 5.82187498 	 0.97542409 
1.00937498 	 5.93124998 	 0.97537428 
1.00937498 	 6.04062498 	 0.97540935 
1.00937498 	 6.14999998 	 0.97551583 
1.00937498 	 6.25937498 	 0.97567081 
1.00937498 	 6.36874998 	 0.97584120 
1.00937498 	 6.47812498 	 0.97598936 
1.00937498 	 6.58749998 	 0.97608242 
1.00937498 	 6.69687498 	 0.97610193 
1.00937498 	 6.80624998 	 0.97605100 
1.00937498 	 6.91562498 	 0.97595689 
1.00937498 	 7.02499998 	 0.97586818 
1.00937498 	 7.13437498 	 0.97584694 
1.00937498 	 7.24374998 	 0.97595806 
1.00937498 	 7.35312498 	 0.97625921 
1.00937498 	 7.46249998 	 0.97679473 
1.00937498 	 7.57187498 	 0.97759508 
1.00937498 	 7.68124998 	 0.97867972 
1.00937498 	 7.79062498 	 0.98005709 
1.00937498 	 7.89999998 	 0.98171279 
1.00937498 	 8.00937498 	 0.98357743 
1.00937498 	 8.11874998 	 0.98547126 
1.00937498 	 8.22812498 	 0.98703101 
1.00937498 	 8.33749998 	 0.98763478 
1.00937498 	 8.44687498 	 0.98634837 
1.00937498 	 8.55624998 	 0.98191867 
1.00937498 	 8.66562498 	 0.97283395 
1.00937498 	 8.77499998 	 0.95745811 
1.00937498 	 8.88437498 	 0.93422830 
1.00937498 	 8.99374998 	 0.90188770 
1.00937498 	 9.10312498 	 0.85971268 
1.00937498 	 9.21249998 	 0.80768962 
1.00937498 	 9.32187498 	 0.74660350 
1.00937498 	 9.43124998 	 0.67801633 
1.00937498 	 9.54062498 	 0.60413491 
1.00937498 	 9.64999998 	 0.52758900 
1.00937498 	 9.75937498 	 0.45115751 
1.00937498 	 9.86874998 	 0.37748810 
1.00937498 	 9.97812498 	 0.30885372 
1.00937498 	 10.08749998 	 0.24697881 
1.00937498 	 10.19687498 	 0.19295195 
1.00937498 	 10.30624998 	 0.14722513 
1.00937498 	 10.41562498 	 0.10968511 
1.00937498 	 10.52499998 	 0.07977373 
1.00937498 	 10.63437498 	 0.05663064 
1.00937498 	 10.74374998 	 0.03923476 
1.00937498 	 10.85312498 	 0.02652649 
1.00937498 	 10.96249998 	 0.01750047 
1.00937498 	 11.07187498 	 0.01126576 
1.00937498 	 11.18124998 	 0.00707619 
1.00937498 	 11.29062498 	 0.00433669 
1.00937498 	 11.39999998 	 0.00259318 
1.00937498 	 11.50937498 	 0.00151295 
1.00937498 	 11.61874998 	 0.00086126 
1.00937498 	 11.72812498 	 0.00047838 
1.00937498 	 11.83749998 	 0.00025926 
1.00937498 	 11.94687498 	 0.00013710 
1.00937498 	 12.05624998 	 0.00007074 
1.00937498 	 12.16562498 	 0.00003562 
1.00937498 	 12.27499998 	 0.00001750 
1.00937498 	 12.38437498 	 0.00000839 
1.00937498 	 12.49374998 	 0.00000393 
1.00937498 	 12.60312498 	 0.00000179 
1.00937498 	 12.71249998 	 0.00000080 
1.00937498 	 12.82187498 	 0.00000035 
