#R1,R2,Energy
2.099999994,1.099999979,1.33786041
2.099999994,1.299999982,0.563394039
2.099999994,1.499999985,0.360113605
2.099999994,1.699999988,0.425438011
2.099999994,1.899999991,0.598315673
2.099999994,2.099999994,0.790803624
2.099999994,2.299999997,0.957814383
2.099999994,2.5,1.08063785
2.099999994,2.700000003,1.159190358
2.099999994,2.900000006,1.203123202
2.099999994,3.100000009,1.224238476
2.099999994,3.300000012,1.232401186
2.099999994,3.500000015,1.234301956
2.099999994,3.700000018,1.233757983
2.099999994,3.900000021,1.232573877
2.099999994,4.100000024,1.231415439
2.099999994,4.300000027,1.230447689
2.099999994,4.50000003,1.229686724
2.099999994,4.700000033,1.229132139
2.099999994,4.900000036,1.22878439
2.099999994,5.100000039,1.228630282
2.099999994,5.300000042,1.228636639
2.099999994,5.500000045,1.228757813
2.099999994,5.700000048,1.228948108
2.099999994,5.900000051,1.229170785
2.099999994,6.100000054,1.229400997
2.099999994,6.300000057,1.229624307
2.099999994,6.50000006,1.229833507
2.099999994,6.700000063,1.230025671
2.099999994,6.900000066,1.230200115
2.099999994,7.100000069,1.230357239
2.099999994,7.300000072,1.230497939
2.099999994,7.500000075,1.23062333
2.099999994,7.700000077,1.230734615
2.099999994,7.90000008,1.230833023
2.099999994,8.100000083,1.230919778
2.099999994,8.300000086,1.230996074
2.099999994,8.500000089,1.231063065
2.099999994,8.700000092,1.231121839
2.099999994,8.900000095,1.231173395
2.299999997,1.099999979,1.174078917
2.299999997,1.299999982,0.450423972
2.299999997,1.499999985,0.304705207
2.299999997,1.699999988,0.436424862
2.299999997,1.899999991,0.684576446
2.299999997,2.099999994,0.957814383
2.299999997,2.299999997,1.204428784
2.299999997,2.5,1.399172166
2.299999997,2.700000003,1.535530864
2.299999997,2.900000006,1.621213474
2.299999997,3.100000009,1.670191175
2.299999997,3.300000012,1.695969846
2.299999997,3.500000015,1.708589165
2.299999997,3.700000018,1.714371783
2.299999997,3.900000021,1.716835827
2.299999997,4.100000024,1.717762358
2.299999997,4.300000027,1.71800595
2.299999997,4.50000003,1.717979326
2.299999997,4.700000033,1.717890671
2.299999997,4.900000036,1.717842503
2.299999997,5.100000039,1.717873336
2.299999997,5.300000042,1.717982646
2.299999997,5.500000045,1.718150765
2.299999997,5.700000048,1.718353485
2.299999997,5.900000051,1.718570183
2.299999997,6.100000054,1.718786453
2.299999997,6.300000057,1.718993601
2.299999997,6.50000006,1.719187038
2.299999997,6.700000063,1.719364753
2.299999997,6.900000066,1.719526231
2.299999997,7.100000069,1.719671781
2.299999997,7.300000072,1.719802156
2.299999997,7.500000075,1.719918335
2.299999997,7.700000077,1.720021404
2.299999997,7.90000008,1.720112496
2.299999997,8.100000083,1.720192754
2.299999997,8.300000086,1.720263305
2.299999997,8.500000089,1.72032524
2.299999997,8.700000092,1.720379579
2.299999997,8.900000095,1.720427255
2.5,1.099999979,1.051455619
2.5,1.299999982,0.362723277
2.5,1.499999985,0.257070836
2.5,1.699999988,0.436444475
2.5,1.899999991,0.741430226
2.5,2.099999994,1.08063785
2.5,2.299999997,1.399172166
2.5,2.5,1.665328629
2.5,2.700000003,1.865621639
2.5,2.900000006,2.001497017
2.5,3.100000009,2.085535842
2.5,3.300000012,2.133794109
2.5,3.500000015,2.160008258
2.5,3.700000018,2.173690478
2.5,3.900000021,2.180621318
2.5,4.100000024,2.184037416
2.5,4.300000027,2.185670965
2.5,4.50000003,2.186433505
2.5,4.700000033,2.186801566
2.5,4.900000036,2.187017666
2.5,5.100000039,2.187195439
2.5,5.300000042,2.187378719
2.5,5.500000045,2.187576775
2.5,5.700000048,2.187784801
2.5,5.900000051,2.187994537
2.5,6.100000054,2.188198731
2.5,6.300000057,2.188392353
2.5,6.50000006,2.188572456
2.5,6.700000063,2.188737654
2.5,6.900000066,2.188887614
2.5,7.100000069,2.189022658
2.5,7.300000072,2.189143495
2.5,7.500000075,2.189251046
2.5,7.700000077,2.189346338
2.5,7.90000008,2.189430449
2.5,8.100000083,2.189504472
2.5,8.300000086,2.189569484
2.5,8.500000089,2.189626518
2.5,8.700000092,2.189676534
2.5,8.900000095,2.189720411
2.700000003,1.099999979,0.958025428
2.700000003,1.299999982,0.292481824
2.700000003,1.499999985,0.21384113
2.700000003,1.699999988,0.425959844
2.700000003,1.899999991,0.771079108
2.700000003,2.099999994,1.159190358
2.700000003,2.299999997,1.535530864
2.700000003,2.5,1.865621639
2.700000003,2.700000003,2.129717239
2.700000003,2.900000006,2.32189066
2.700000003,3.100000009,2.44888667
2.700000003,3.300000012,2.526072085
2.700000003,3.500000015,2.570103149
2.700000003,3.700000018,2.594142882
2.700000003,3.900000021,2.606884043
2.700000003,4.100000024,2.613494711
2.700000003,4.300000027,2.616871009
2.700000003,4.50000003,2.618585267
2.700000003,4.700000033,2.619474297
2.700000003,4.900000036,2.619973273
2.700000003,5.100000039,2.620299817
2.700000003,5.300000042,2.620555887
2.700000003,5.500000045,2.620784456
2.700000003,5.700000048,2.621000472
2.700000003,5.900000051,2.621206969
2.700000003,6.100000054,2.621402827
2.700000003,6.300000057,2.621586154
2.700000003,6.50000006,2.621755514
2.700000003,6.700000063,2.621910216
2.700000003,6.900000066,2.622050232
2.700000003,7.100000069,2.622176012
2.700000003,7.300000072,2.622288305
2.700000003,7.500000075,2.622388034
2.700000003,7.700000077,2.622476215
2.700000003,7.90000008,2.622553905
2.700000003,8.100000083,2.622622165
2.700000003,8.300000086,2.622682032
2.700000003,8.500000089,2.622734488
2.700000003,8.700000092,2.622780448
2.700000003,8.900000095,2.622820809
2.900000006,1.099999979,0.885553508
2.900000006,1.299999982,0.235256995
2.900000006,1.499999985,0.174728598
2.900000006,1.699999988,0.408939304
2.900000006,1.899999991,0.781260563
2.900000006,2.099999994,1.203123202
2.900000006,2.299999997,1.621213474
2.900000006,2.5,2.001497017
2.900000006,2.700000003,2.32189066
2.900000006,2.900000006,2.570417936
2.900000006,3.100000009,2.746287686
2.900000006,3.300000012,2.799999952
2.900000006,3.500000015,2.799999952
2.900000006,3.700000018,2.799999952
2.900000006,3.900000021,2.799999952
2.900000006,4.100000024,2.799999952
2.900000006,4.300000027,2.799999952
2.900000006,4.50000003,2.799999952
2.900000006,4.700000033,2.799999952
2.900000006,4.900000036,2.799999952
2.900000006,5.100000039,2.799999952
2.900000006,5.300000042,2.799999952
2.900000006,5.500000045,2.799999952
2.900000006,5.700000048,2.799999952
2.900000006,5.900000051,2.799999952
2.900000006,6.100000054,2.799999952
2.900000006,6.300000057,2.799999952
2.900000006,6.50000006,2.799999952
2.900000006,6.700000063,2.799999952
2.900000006,6.900000066,2.799999952
2.900000006,7.100000069,2.799999952
2.900000006,7.300000072,2.799999952
2.900000006,7.500000075,2.799999952
2.900000006,7.700000077,2.799999952
2.900000006,7.90000008,2.799999952
2.900000006,8.100000083,2.799999952
2.900000006,8.300000086,2.799999952
2.900000006,8.500000089,2.799999952
2.900000006,8.700000092,2.799999952
2.900000006,8.900000095,2.799999952
3.100000009,1.099999979,0.828622576
3.100000009,1.299999982,0.188655028
3.100000009,1.499999985,0.140570717
3.100000009,1.699999988,0.389740296
3.100000009,1.899999991,0.780138689
3.100000009,2.099999994,1.224238476
3.100000009,2.299999997,1.670191175
3.100000009,2.5,2.085535842
3.100000009,2.700000003,2.44888667
3.100000009,2.900000006,2.746287686
3.100000009,3.100000009,2.799999952
3.100000009,3.300000012,2.799999952
3.100000009,3.500000015,2.799999952
3.100000009,3.700000018,2.799999952
3.100000009,3.900000021,2.799999952
3.100000009,4.100000024,2.799999952
3.100000009,4.300000027,2.799999952
3.100000009,4.50000003,2.799999952
3.100000009,4.700000033,2.799999952
3.100000009,4.900000036,2.799999952
3.100000009,5.100000039,2.799999952
3.100000009,5.300000042,2.799999952
3.100000009,5.500000045,2.799999952
3.100000009,5.700000048,2.799999952
3.100000009,5.900000051,2.799999952
3.100000009,6.100000054,2.799999952
3.100000009,6.300000057,2.799999952
3.100000009,6.50000006,2.799999952
3.100000009,6.700000063,2.799999952
3.100000009,6.900000066,2.799999952
3.100000009,7.100000069,2.799999952
3.100000009,7.300000072,2.799999952
3.100000009,7.500000075,2.799999952
3.100000009,7.700000077,2.799999952
3.100000009,7.90000008,2.799999952
3.100000009,8.100000083,2.799999952
3.100000009,8.300000086,2.799999952
3.100000009,8.500000089,2.799999952
3.100000009,8.700000092,2.799999952
3.100000009,8.900000095,2.799999952
3.300000012,1.099999979,0.78389708
3.300000012,1.299999982,0.15144825
3.300000012,1.499999985,0.112310306
3.300000012,1.699999988,0.371768555
3.300000012,1.899999991,0.774081117
3.300000012,2.099999994,1.232401186
3.300000012,2.299999997,1.695969846
3.300000012,2.5,2.133794109
3.300000012,2.700000003,2.526072085
3.300000012,2.900000006,2.799999952
3.300000012,3.100000009,2.799999952
3.300000012,3.300000012,2.799999952
3.300000012,3.500000015,2.799999952
3.300000012,3.700000018,2.799999952
3.300000012,3.900000021,2.799999952
3.300000012,4.100000024,2.799999952
3.300000012,4.300000027,2.799999952
3.300000012,4.50000003,2.799999952
3.300000012,4.700000033,2.799999952
3.300000012,4.900000036,2.799999952
3.300000012,5.100000039,2.799999952
3.300000012,5.300000042,2.799999952
3.300000012,5.500000045,2.799999952
3.300000012,5.700000048,2.799999952
3.300000012,5.900000051,2.799999952
3.300000012,6.100000054,2.799999952
3.300000012,6.300000057,2.799999952
3.300000012,6.50000006,2.799999952
3.300000012,6.700000063,2.799999952
3.300000012,6.900000066,2.799999952
3.300000012,7.100000069,2.799999952
3.300000012,7.300000072,2.799999952
3.300000012,7.500000075,2.799999952
3.300000012,7.700000077,2.799999952
3.300000012,7.90000008,2.799999952
3.300000012,8.100000083,2.799999952
3.300000012,8.300000086,2.799999952
3.300000012,8.500000089,2.799999952
3.300000012,8.700000092,2.799999952
3.300000012,8.900000095,2.799999952
3.500000015,1.099999979,0.749318949
3.500000015,1.299999982,0.122809853
3.500000015,1.499999985,9.04E-02
3.500000015,1.699999988,0.356999028
3.500000015,1.899999991,0.767099907
3.500000015,2.099999994,1.234301956
3.500000015,2.299999997,1.708589165
3.500000015,2.5,2.160008258
3.500000015,2.700000003,2.570103149
3.500000015,2.900000006,2.799999952
3.500000015,3.100000009,2.799999952
3.500000015,3.300000012,2.799999952
3.500000015,3.500000015,2.799999952
3.500000015,3.700000018,2.799999952
3.500000015,3.900000021,2.799999952
3.500000015,4.100000024,2.799999952
3.500000015,4.300000027,2.799999952
3.500000015,4.50000003,2.799999952
3.500000015,4.700000033,2.799999952
3.500000015,4.900000036,2.799999952
3.500000015,5.100000039,2.799999952
3.500000015,5.300000042,2.799999952
3.500000015,5.500000045,2.799999952
3.500000015,5.700000048,2.799999952
3.500000015,5.900000051,2.799999952
3.500000015,6.100000054,2.799999952
3.500000015,6.300000057,2.799999952
3.500000015,6.50000006,2.799999952
3.500000015,6.700000063,2.799999952
3.500000015,6.900000066,2.799999952
3.500000015,7.100000069,2.799999952
3.500000015,7.300000072,2.799999952
3.500000015,7.500000075,2.799999952
3.500000015,7.700000077,2.799999952
3.500000015,7.90000008,2.799999952
3.500000015,8.100000083,2.799999952
3.500000015,8.300000086,2.799999952
3.500000015,8.500000089,2.799999952
3.500000015,8.700000092,2.799999952
3.500000015,8.900000095,2.799999952
3.700000018,1.099999979,0.723377221
3.700000018,1.299999982,0.10177285
3.700000018,1.499999985,7.44E-02
3.700000018,1.699999988,0.346022497
3.700000018,1.899999991,0.761137072
3.700000018,2.099999994,1.233757983
3.700000018,2.299999997,1.714371783
3.700000018,2.5,2.173690478
3.700000018,2.700000003,2.594142882
3.700000018,2.900000006,2.799999952
3.700000018,3.100000009,2.799999952
3.700000018,3.300000012,2.799999952
3.700000018,3.500000015,2.799999952
3.700000018,3.700000018,2.799999952
3.700000018,3.900000021,2.799999952
3.700000018,4.100000024,2.799999952
3.700000018,4.300000027,2.799999952
3.700000018,4.50000003,2.799999952
3.700000018,4.700000033,2.799999952
3.700000018,4.900000036,2.799999952
3.700000018,5.100000039,2.799999952
3.700000018,5.300000042,2.799999952
3.700000018,5.500000045,2.799999952
3.700000018,5.700000048,2.799999952
3.700000018,5.900000051,2.799999952
3.700000018,6.100000054,2.799999952
3.700000018,6.300000057,2.799999952
3.700000018,6.50000006,2.799999952
3.700000018,6.700000063,2.799999952
3.700000018,6.900000066,2.799999952
3.700000018,7.100000069,2.799999952
3.700000018,7.300000072,2.799999952
3.700000018,7.500000075,2.799999952
3.700000018,7.700000077,2.799999952
3.700000018,7.90000008,2.799999952
3.700000018,8.100000083,2.799999952
3.700000018,8.300000086,2.799999952
3.700000018,8.500000089,2.799999952
3.700000018,8.700000092,2.799999952
3.700000018,8.900000095,2.799999952
3.900000021,1.099999979,0.704633088
3.900000021,1.299999982,8.70E-02
3.900000021,1.499999985,6.35E-02
3.900000021,1.699999988,0.338437524
3.900000021,1.899999991,0.756715523
3.900000021,2.099999994,1.232573877
3.900000021,2.299999997,1.716835827
3.900000021,2.5,2.180621318
3.900000021,2.700000003,2.606884043
3.900000021,2.900000006,2.799999952
3.900000021,3.100000009,2.799999952
3.900000021,3.300000012,2.799999952
3.900000021,3.500000015,2.799999952
3.900000021,3.700000018,2.799999952
3.900000021,3.900000021,2.799999952
3.900000021,4.100000024,2.799999952
3.900000021,4.300000027,2.799999952
3.900000021,4.50000003,2.799999952
3.900000021,4.700000033,2.799999952
3.900000021,4.900000036,2.799999952
3.900000021,5.100000039,2.799999952
3.900000021,5.300000042,2.799999952
3.900000021,5.500000045,2.799999952
3.900000021,5.700000048,2.799999952
3.900000021,5.900000051,2.799999952
3.900000021,6.100000054,2.799999952
3.900000021,6.300000057,2.799999952
3.900000021,6.50000006,2.799999952
3.900000021,6.700000063,2.799999952
3.900000021,6.900000066,2.799999952
3.900000021,7.100000069,2.799999952
3.900000021,7.300000072,2.799999952
3.900000021,7.500000075,2.799999952
3.900000021,7.700000077,2.799999952
3.900000021,7.90000008,2.799999952
3.900000021,8.100000083,2.799999952
3.900000021,8.300000086,2.799999952
3.900000021,8.500000089,2.799999952
3.900000021,8.700000092,2.799999952
3.900000021,8.900000095,2.799999952
4.100000024,1.099999979,0.691563833
4.100000024,1.299999982,7.71E-02
4.100000024,1.499999985,5.62E-02
4.100000024,1.699999988,0.333378282
4.100000024,1.899999991,0.753633011
4.100000024,2.099999994,1.231415439
4.100000024,2.299999997,1.717762358
4.100000024,2.5,2.184037416
4.100000024,2.700000003,2.613494711
4.100000024,2.900000006,2.799999952
4.100000024,3.100000009,2.799999952
4.100000024,3.300000012,2.799999952
4.100000024,3.500000015,2.799999952
4.100000024,3.700000018,2.799999952
4.100000024,3.900000021,2.799999952
4.100000024,4.100000024,2.799999952
4.100000024,4.300000027,2.799999952
4.100000024,4.50000003,2.799999952
4.100000024,4.700000033,2.799999952
4.100000024,4.900000036,2.799999952
4.100000024,5.100000039,2.799999952
4.100000024,5.300000042,2.799999952
4.100000024,5.500000045,2.799999952
4.100000024,5.700000048,2.799999952
4.100000024,5.900000051,2.799999952
4.100000024,6.100000054,2.799999952
4.100000024,6.300000057,2.799999952
4.100000024,6.50000006,2.799999952
4.100000024,6.700000063,2.799999952
4.100000024,6.900000066,2.799999952
4.100000024,7.100000069,2.799999952
4.100000024,7.300000072,2.799999952
4.100000024,7.500000075,2.799999952
4.100000024,7.700000077,2.799999952
4.100000024,7.90000008,2.799999952
4.100000024,8.100000083,2.799999952
4.100000024,8.300000086,2.799999952
4.100000024,8.500000089,2.799999952
4.100000024,8.700000092,2.799999952
4.100000024,8.900000095,2.799999952
4.300000027,1.099999979,0.682651232
4.300000027,1.299999982,7.03E-02
4.300000027,1.499999985,5.13E-02
4.300000027,1.699999988,0.329967373
4.300000027,1.899999991,0.751488027
4.300000027,2.099999994,1.230447689
4.300000027,2.299999997,1.71800595
4.300000027,2.5,2.185670965
4.300000027,2.700000003,2.616871009
4.300000027,2.900000006,2.799999952
4.300000027,3.100000009,2.799999952
4.300000027,3.300000012,2.799999952
4.300000027,3.500000015,2.799999952
4.300000027,3.700000018,2.799999952
4.300000027,3.900000021,2.799999952
4.300000027,4.100000024,2.799999952
4.300000027,4.300000027,2.799999952
4.300000027,4.50000003,2.799999952
4.300000027,4.700000033,2.799999952
4.300000027,4.900000036,2.799999952
4.300000027,5.100000039,2.799999952
4.300000027,5.300000042,2.799999952
4.300000027,5.500000045,2.799999952
4.300000027,5.700000048,2.799999952
4.300000027,5.900000051,2.799999952
4.300000027,6.100000054,2.799999952
4.300000027,6.300000057,2.799999952
4.300000027,6.50000006,2.799999952
4.300000027,6.700000063,2.799999952
4.300000027,6.900000066,2.799999952
4.300000027,7.100000069,2.799999952
4.300000027,7.300000072,2.799999952
4.300000027,7.500000075,2.799999952
4.300000027,7.700000077,2.799999952
4.300000027,7.90000008,2.799999952
4.300000027,8.100000083,2.799999952
4.300000027,8.300000086,2.799999952
4.300000027,8.500000089,2.799999952
4.300000027,8.700000092,2.799999952
4.300000027,8.900000095,2.799999952
4.50000003,1.099999979,0.676565148
4.50000003,1.299999982,6.57E-02
4.50000003,1.499999985,4.79E-02
4.50000003,1.699999988,0.327567108
4.50000003,1.899999991,0.749957385
4.50000003,2.099999994,1.229686724
4.50000003,2.299999997,1.717979326
4.50000003,2.5,2.186433505
4.50000003,2.700000003,2.618585267
4.50000003,2.900000006,2.799999952
4.50000003,3.100000009,2.799999952
4.50000003,3.300000012,2.799999952
4.50000003,3.500000015,2.799999952
4.50000003,3.700000018,2.799999952
4.50000003,3.900000021,2.799999952
4.50000003,4.100000024,2.799999952
4.50000003,4.300000027,2.799999952
4.50000003,4.50000003,2.799999952
4.50000003,4.700000033,2.799999952
4.50000003,4.900000036,2.799999952
4.50000003,5.100000039,2.799999952
4.50000003,5.300000042,2.799999952
4.50000003,5.500000045,2.799999952
4.50000003,5.700000048,2.799999952
4.50000003,5.900000051,2.799999952
4.50000003,6.100000054,2.799999952
4.50000003,6.300000057,2.799999952
4.50000003,6.50000006,2.799999952
4.50000003,6.700000063,2.799999952
4.50000003,6.900000066,2.799999952
4.50000003,7.100000069,2.799999952
4.50000003,7.300000072,2.799999952
4.50000003,7.500000075,2.799999952
4.50000003,7.700000077,2.799999952
4.50000003,7.90000008,2.799999952
4.50000003,8.100000083,2.799999952
4.50000003,8.300000086,2.799999952
4.50000003,8.500000089,2.799999952
4.50000003,8.700000092,2.799999952
4.50000003,8.900000095,2.799999952
4.700000033,1.099999979,0.672304591
4.700000033,1.299999982,6.24E-02
4.700000033,1.499999985,4.54E-02
4.700000033,1.699999988,0.325823283
4.700000033,1.899999991,0.748863342
4.700000033,2.099999994,1.229132139
4.700000033,2.299999997,1.717890671
4.700000033,2.5,2.186801566
4.700000033,2.700000003,2.619474297
4.700000033,2.900000006,2.799999952
4.700000033,3.100000009,2.799999952
4.700000033,3.300000012,2.799999952
4.700000033,3.500000015,2.799999952
4.700000033,3.700000018,2.799999952
4.700000033,3.900000021,2.799999952
4.700000033,4.100000024,2.799999952
4.700000033,4.300000027,2.799999952
4.700000033,4.50000003,2.799999952
4.700000033,4.700000033,2.799999952
4.700000033,4.900000036,2.799999952
4.700000033,5.100000039,2.799999952
4.700000033,5.300000042,2.799999952
4.700000033,5.500000045,2.799999952
4.700000033,5.700000048,2.799999952
4.700000033,5.900000051,2.799999952
4.700000033,6.100000054,2.799999952
4.700000033,6.300000057,2.799999952
4.700000033,6.50000006,2.799999952
4.700000033,6.700000063,2.799999952
4.700000033,6.900000066,2.799999952
4.700000033,7.100000069,2.799999952
4.700000033,7.300000072,2.799999952
4.700000033,7.500000075,2.799999952
4.700000033,7.700000077,2.799999952
4.700000033,7.90000008,2.799999952
4.700000033,8.100000083,2.799999952
4.700000033,8.300000086,2.799999952
4.700000033,8.500000089,2.799999952
4.700000033,8.700000092,2.799999952
4.700000033,8.900000095,2.799999952
4.900000036,1.099999979,0.669228431
4.900000036,1.299999982,5.99E-02
4.900000036,1.499999985,4.35E-02
4.900000036,1.699999988,0.324581334
4.900000036,1.899999991,0.748127828
4.900000036,2.099999994,1.22878439
4.900000036,2.299999997,1.717842503
4.900000036,2.5,2.187017666
4.900000036,2.700000003,2.619973273
4.900000036,2.900000006,2.799999952
4.900000036,3.100000009,2.799999952
4.900000036,3.300000012,2.799999952
4.900000036,3.500000015,2.799999952
4.900000036,3.700000018,2.799999952
4.900000036,3.900000021,2.799999952
4.900000036,4.100000024,2.799999952
4.900000036,4.300000027,2.799999952
4.900000036,4.50000003,2.799999952
4.900000036,4.700000033,2.799999952
